Area,MajorAxisLength,MinorAxisLength,Eccentricity,ConvexArea,Extent,Perimeter,Class
85492.0000000000,437.0139693000,250.8926087000,0.8187805570,89018.0000000000,0.7233437690,1182.5750000000,Besni
106312.0000000000,464.3323636000,295.3167921000,0.7716865560,111089.0000000000,0.7296837250,1306.4550000000,Besni
210923.0000000000,984.0454912000,367.2795321000,0.9277371160,278217.0000000000,0.5073520750,2697.7530000000,Besni
89138.0000000000,507.1433962000,226.2166152000,0.8950028320,93549.0000000000,0.7383863490,1262.5780000000,Besni
83567.0000000000,465.1014658000,230.9042314000,0.8680596520,86859.0000000000,0.6092221330,1199.0170000000,Besni
171256.0000000000,531.3732054000,412.3828168000,0.6306467440,174277.0000000000,0.7019148800,1559.2140000000,Besni
77105.0000000000,419.9536962000,238.8394659000,0.8225255940,80497.0000000000,0.6689948380,1131.5400000000,Besni
100443.0000000000,457.5698723000,283.6112797000,0.7847434590,104186.0000000000,0.6737885050,1269.0660000000,Besni
72606.0000000000,424.4720240000,223.2326330000,0.8505423350,76975.0000000000,0.6838526170,1117.1070000000,Besni
83555.0000000000,457.5464724000,235.0998706000,0.8578936420,86694.0000000000,0.7112274430,1159.7790000000,Besni
146268.0000000000,588.0092142000,321.6079813000,0.8371693400,150416.0000000000,0.6954214810,1535.2870000000,Besni
113608.0000000000,559.2667826000,264.0286850000,0.8815461150,118098.0000000000,0.6278627640,1394.0880000000,Besni
75058.0000000000,424.7637094000,228.8458259000,0.8424590990,78952.0000000000,0.6854611870,1130.3950000000,Besni
116406.0000000000,612.6653180000,251.8328267000,0.9116151940,125638.0000000000,0.5262596350,1480.9510000000,Besni
100319.0000000000,480.7789636000,267.6688956000,0.8306867860,104255.0000000000,0.6396141360,1289.2090000000,Besni
143386.0000000000,469.2765081000,397.3101898000,0.5321595220,146328.0000000000,0.7502603140,1422.0140000000,Besni
164782.0000000000,660.3641751000,322.6209240000,0.8725358950,169000.0000000000,0.7577577490,1654.9860000000,Besni
71639.0000000000,400.4139594000,231.6201421000,0.8157166250,76252.0000000000,0.6424619080,1101.8790000000,Besni
141220.0000000000,575.6823646000,316.6212427000,0.8351692960,144300.0000000000,0.6591519060,1507.9390000000,Besni
88290.0000000000,514.4361539000,221.4448377000,0.9026090510,92317.0000000000,0.5551573230,1277.3880000000,Besni
102569.0000000000,515.3952494000,259.1942281000,0.8643423920,106888.0000000000,0.5732417510,1331.7970000000,Besni
182160.0000000000,997.2919406000,271.8723954000,0.9621244400,221527.0000000000,0.3798561150,2303.6900000000,Besni
208264.0000000000,675.0983445000,395.5792906000,0.8103414070,212813.0000000000,0.7717483140,1755.1670000000,Besni
133101.0000000000,641.5097389000,265.3139704000,0.9104689350,136793.0000000000,0.5824963570,1544.7120000000,Besni
169009.0000000000,719.5058781000,301.5651259000,0.9079271130,174718.0000000000,0.7169266270,1781.3780000000,Besni
81901.0000000000,450.8275297000,237.2089894000,0.8503834280,85000.0000000000,0.5831078770,1192.0140000000,Besni
80678.0000000000,457.9252352000,229.7035618000,0.8650892070,85201.0000000000,0.6073595620,1226.2440000000,Besni
101661.0000000000,440.9818348000,295.5307052000,0.7422119150,105429.0000000000,0.7132903930,1268.0500000000,Besni
82207.0000000000,451.0060488000,235.1597735000,0.8533053210,84780.0000000000,0.6294370770,1182.2740000000,Besni
166275.0000000000,602.3077749000,356.2362867000,0.8063400270,168292.0000000000,0.7192820810,1580.9610000000,Besni
188651.0000000000,621.0126864000,390.3076128000,0.7778081020,192922.0000000000,0.7471563460,1698.3940000000,Besni
202118.0000000000,684.6029580000,379.7192817000,0.8320796170,209242.0000000000,0.7172188160,1827.9000000000,Besni
97375.0000000000,468.9040381000,268.2670249000,0.8201734260,100169.0000000000,0.6947169410,1244.2520000000,Besni
64303.0000000000,442.7453136000,187.0290194000,0.9063954280,67199.0000000000,0.6862353790,1081.6800000000,Besni
86715.0000000000,440.4743232000,254.3360345000,0.8164515230,89920.0000000000,0.7353714380,1173.2590000000,Besni
155702.0000000000,655.3989662000,304.6121493000,0.8854295470,160709.0000000000,0.6970462090,1626.9090000000,Besni
84295.0000000000,458.8440074000,238.2890210000,0.8545770110,88521.0000000000,0.7084506450,1202.5830000000,Besni
177206.0000000000,699.6182638000,328.1121355000,0.8832048680,181412.0000000000,0.7391529230,1754.3780000000,Besni
110897.0000000000,518.7876139000,275.2605054000,0.8476322420,115550.0000000000,0.7304361000,1365.5770000000,Besni
56903.0000000000,360.8152920000,204.0377060000,0.8247546450,59797.0000000000,0.7184268670,980.3900000000,Besni
113029.0000000000,558.5161561000,265.2842028000,0.8799963980,116783.0000000000,0.6620917900,1419.5770000000,Besni
69579.0000000000,398.5966833000,224.5785157000,0.8261686200,71648.0000000000,0.7193858560,1071.6440000000,Besni
163442.0000000000,594.7592210000,351.4256873000,0.8067664060,167471.0000000000,0.7046857750,1621.9590000000,Besni
114289.0000000000,580.6008301000,261.7636982000,0.8925998920,120657.0000000000,0.6494874070,1455.8930000000,Besni
74652.0000000000,424.9806728000,231.6042653000,0.8384516470,79014.0000000000,0.5926172900,1157.1090000000,Besni
90559.0000000000,473.5758459000,246.9199675000,0.8533155910,95477.0000000000,0.6732310390,1328.7440000000,Besni
104352.0000000000,562.3359079000,239.4025930000,0.9048508090,107968.0000000000,0.6680665810,1390.7300000000,Besni
82161.0000000000,441.7955517000,246.8100560000,0.8294020270,86909.0000000000,0.6302430120,1222.1580000000,Besni
131816.0000000000,532.7314252000,322.6830027000,0.7956822710,138992.0000000000,0.7221923930,1488.8400000000,Besni
163082.0000000000,696.1490457000,302.2224471000,0.9008479750,167442.0000000000,0.7637785690,1687.1780000000,Besni
77012.0000000000,425.2194272000,239.4695614000,0.8263430870,81325.0000000000,0.6542797670,1131.5300000000,Besni
81604.0000000000,528.5858925000,204.7395131000,0.9219392840,87172.0000000000,0.4914600950,1299.3860000000,Besni
82853.0000000000,430.1149972000,251.1757003000,0.8117728220,85292.0000000000,0.7464368730,1139.8400000000,Besni
145693.0000000000,591.1801444000,321.4311911000,0.8392724640,151644.0000000000,0.6485275000,1595.3640000000,Besni
96443.0000000000,541.2000742000,232.5480394000,0.9029766630,101271.0000000000,0.5534113730,1352.4820000000,Besni
168620.0000000000,730.7609597000,295.5004623000,0.9145938810,172003.0000000000,0.7967302970,1725.0030000000,Besni
193032.0000000000,661.1487714000,376.4321931000,0.8220877570,197672.0000000000,0.6311205270,1744.2710000000,Besni
140897.0000000000,588.0709185000,308.0257871000,0.8518472990,146231.0000000000,0.7339991040,1536.4730000000,Besni
118988.0000000000,483.3400048000,315.2484647000,0.7580218140,122375.0000000000,0.7844673000,1356.3980000000,Besni
103666.0000000000,456.3827046000,293.9224346000,0.7650034050,107992.0000000000,0.6472652350,1332.2030000000,Besni
68231.0000000000,394.6465339000,228.1610000000,0.8159374890,71591.0000000000,0.6645272510,1099.2280000000,Besni
88928.0000000000,395.7249980000,300.2270016000,0.6514683000,93821.0000000000,0.6710635540,1239.5400000000,Besni
117077.0000000000,496.1307567000,314.5474140000,0.7733321960,123305.0000000000,0.7088315600,1419.1600000000,Besni
123056.0000000000,618.1418151000,256.9501109000,0.9095102520,128101.0000000000,0.6412840690,1522.0280000000,Besni
94455.0000000000,496.8950128000,245.2439068000,0.8697158560,97496.0000000000,0.7198875070,1256.3220000000,Besni
89311.0000000000,429.2790857000,270.8593166000,0.7758127400,94720.0000000000,0.6826492390,1234.5470000000,Besni
68982.0000000000,400.7368809000,223.9076574000,0.8293429930,73278.0000000000,0.7287652130,1105.7900000000,Besni
204864.0000000000,596.6398018000,440.4971275000,0.6744762070,209457.0000000000,0.7510090360,1726.2460000000,Besni
83693.0000000000,437.7348560000,245.4242627000,0.8280401750,87230.0000000000,0.7028595420,1177.8580000000,Besni
75529.0000000000,418.5184789000,233.9901934000,0.8291058500,79168.0000000000,0.6586697360,1143.2940000000,Besni
121034.0000000000,518.7204430000,305.7358095000,0.8078385600,125665.0000000000,0.7066647200,1418.3040000000,Besni
105192.0000000000,440.5629092000,305.7917791000,0.7198850200,107313.0000000000,0.7369018350,1244.0540000000,Besni
77402.0000000000,469.4593474000,215.0799509000,0.8888780220,80680.0000000000,0.6213285170,1162.0040000000,Besni
87857.0000000000,380.7764868000,300.9086479000,0.6127844780,90968.0000000000,0.7284991710,1144.3440000000,Besni
139399.0000000000,522.4680098000,348.2821616000,0.7454070810,144034.0000000000,0.6936308900,1471.5080000000,Besni
178334.0000000000,626.0641738000,366.2370495000,0.8110453800,181715.0000000000,0.7894517830,1630.7040000000,Besni
144084.0000000000,555.9210209000,332.1238891000,0.8019210740,149076.0000000000,0.7294210560,1506.2550000000,Besni
84975.0000000000,511.8746638000,215.4482203000,0.9071068860,88730.0000000000,0.6296123410,1246.3610000000,Besni
118043.0000000000,493.7652445000,308.0001269000,0.7816011930,122903.0000000000,0.6755969410,1394.1000000000,Besni
102769.0000000000,515.6080701000,261.1366518000,0.8622614190,109161.0000000000,0.6502309400,1378.3080000000,Besni
136960.0000000000,559.2958675000,313.3098688000,0.8283666680,139458.0000000000,0.7221419610,1458.5510000000,Besni
113206.0000000000,548.9710465000,264.2584778000,0.8765172120,116787.0000000000,0.7258609520,1388.4760000000,Besni
155057.0000000000,610.6779718000,325.5076812000,0.8460984030,159681.0000000000,0.7610570390,1564.6940000000,Besni
116715.0000000000,571.0488404000,278.8373978000,0.8726814680,127342.0000000000,0.6026177200,1488.3240000000,Besni
91146.0000000000,498.3917995000,241.8967790000,0.8743173680,97149.0000000000,0.6728926430,1293.5590000000,Besni
101223.0000000000,496.5334606000,276.8662029000,0.8301109320,109593.0000000000,0.7136119450,1345.4260000000,Besni
79492.0000000000,422.5673288000,243.1162956000,0.8179203290,82708.0000000000,0.6373534740,1122.8310000000,Besni
93234.0000000000,452.9265064000,268.7630536000,0.8049134760,97428.0000000000,0.7159069970,1222.8860000000,Besni
167279.0000000000,690.0719941000,311.9956922000,0.8919568700,171794.0000000000,0.5786738990,1680.1210000000,Besni
193558.0000000000,769.4251488000,321.6858345000,0.9084074800,197851.0000000000,0.6059158480,1865.2970000000,Besni
146175.0000000000,592.9085046000,319.0201112000,0.8429067980,149156.0000000000,0.6328333010,1529.0680000000,Besni
108076.0000000000,516.0732298000,270.7434080000,0.8513352330,112975.0000000000,0.6988154360,1378.7740000000,Besni
131811.0000000000,573.5417738000,295.4230955000,0.8571387570,135814.0000000000,0.7115073200,1457.0160000000,Besni
129038.0000000000,540.8148290000,306.8177642000,0.8234939970,134796.0000000000,0.6487581700,1459.3450000000,Besni
130868.0000000000,613.1726145000,273.1819147000,0.8952709710,134139.0000000000,0.5367842490,1513.3520000000,Besni
206720.0000000000,713.4725493000,373.6425439000,0.8519053690,210114.0000000000,0.7805762190,1866.0910000000,Besni
205497.0000000000,632.7276067000,414.1883255000,0.7559688070,209486.0000000000,0.7692886500,1736.8390000000,Besni
146420.0000000000,598.0726814000,314.3906394000,0.8506867430,149403.0000000000,0.7467360260,1531.9550000000,Besni
126014.0000000000,523.1863795000,309.1168300000,0.8067924080,130059.0000000000,0.7362264990,1396.9060000000,Besni
101103.0000000000,484.1659011000,269.1458870000,0.8312518500,105500.0000000000,0.6700000000,1307.6830000000,Besni
61444.0000000000,371.6938257000,213.1798061000,0.8191803260,64321.0000000000,0.7374725450,1006.9840000000,Besni
160605.0000000000,630.6173412000,330.7711388000,0.8513983890,167411.0000000000,0.7231853390,1679.5620000000,Besni
100649.0000000000,433.3668701000,300.4577801000,0.7206390350,103883.0000000000,0.7247191820,1257.0290000000,Besni
112808.0000000000,542.5047797000,267.2018778000,0.8702933820,116961.0000000000,0.7431552870,1390.4000000000,Besni
105951.0000000000,521.1127579000,267.7270571000,0.8579337580,111368.0000000000,0.7335599650,1377.2480000000,Besni
177916.0000000000,581.7097499000,394.5247078000,0.7348628520,181352.0000000000,0.7372067390,1647.5050000000,Besni
109254.0000000000,483.1637370000,289.8286843000,0.8001079520,111624.0000000000,0.7401029670,1293.2250000000,Besni
128574.0000000000,601.8002346000,276.2481554000,0.8884175100,135975.0000000000,0.6740021600,1508.9340000000,Besni
124166.0000000000,525.9453568000,304.1564686000,0.8158211330,126960.0000000000,0.7289988490,1388.6840000000,Besni
133784.0000000000,581.2869477000,300.6356860000,0.8558707270,139806.0000000000,0.6795895560,1502.6610000000,Besni
80481.0000000000,481.0639534000,217.5611510000,0.8918912370,85153.0000000000,0.7149735710,1219.1050000000,Besni
63491.0000000000,326.6328824000,248.3224493000,0.6496313310,64892.0000000000,0.7343565660,950.2970000000,Besni
109791.0000000000,477.0335016000,294.5338471000,0.7866273890,112766.0000000000,0.7447800070,1290.2390000000,Besni
89236.0000000000,389.6816918000,295.3319356000,0.6523940550,92014.0000000000,0.6969928920,1144.0360000000,Besni
152267.0000000000,598.9676358000,331.2490172000,0.8331591840,157353.0000000000,0.5940504060,1570.5020000000,Besni
89721.0000000000,530.1565743000,223.4999334000,0.9067942600,95252.0000000000,0.5474330970,1295.3770000000,Besni
129493.0000000000,497.7881364000,339.5262777000,0.7312870330,136555.0000000000,0.6475297530,1447.6840000000,Besni
74966.0000000000,465.3608157000,209.2796463000,0.8931722110,78159.0000000000,0.7124149470,1157.0890000000,Besni
136180.0000000000,551.4538281000,316.4698240000,0.8189374950,139701.0000000000,0.7298902320,1461.0300000000,Besni
102013.0000000000,453.8934581000,292.1301810000,0.7653539700,106036.0000000000,0.6378284090,1266.2550000000,Besni
169078.0000000000,644.9312689000,336.5716285000,0.8530237530,173362.0000000000,0.6829888990,1629.6340000000,Besni
78304.0000000000,390.9730835000,262.7704159000,0.7404664120,82394.0000000000,0.6232856540,1137.7060000000,Besni
54321.0000000000,395.0118400000,182.3239807000,0.8871059430,58632.0000000000,0.6250690420,1021.9890000000,Besni
101439.0000000000,524.8171864000,251.1605543000,0.8780506570,107520.0000000000,0.7333116460,1393.2130000000,Besni
118787.0000000000,562.2809569000,273.3299091000,0.8738981120,125083.0000000000,0.6437133540,1459.5840000000,Besni
85517.0000000000,410.6220937000,269.8171718000,0.7538089480,88349.0000000000,0.7029410800,1127.8890000000,Besni
72653.0000000000,403.1909593000,231.0557342000,0.8195079980,74718.0000000000,0.6638978750,1062.0700000000,Besni
126515.0000000000,595.3425575000,277.9092929000,0.8843599090,134574.0000000000,0.7129774690,1461.1110000000,Besni
117714.0000000000,480.6296740000,314.0265340000,0.7570431790,120922.0000000000,0.7243002440,1361.8840000000,Besni
62451.0000000000,337.2899875000,237.7053859000,0.7094549460,64499.0000000000,0.6962750720,963.0090000000,Besni
107895.0000000000,462.0461305000,300.5589867000,0.7595100010,110755.0000000000,0.7640477290,1277.7910000000,Besni
199015.0000000000,615.4172359000,413.9274732000,0.7400094330,201464.0000000000,0.7685697960,1687.8660000000,Besni
130388.0000000000,511.8975835000,326.3124485000,0.7704863360,132727.0000000000,0.7191836730,1393.9740000000,Besni
106440.0000000000,501.0443057000,273.1940698000,0.8382739250,108790.0000000000,0.7507511740,1302.4720000000,Besni
109878.0000000000,541.9483998000,260.0836190000,0.8773205900,112825.0000000000,0.6891927490,1369.2020000000,Besni
78984.0000000000,427.4942761000,236.8825745000,0.8324376620,82328.0000000000,0.6984171900,1169.4760000000,Besni
135899.0000000000,625.3482265000,286.8998907000,0.8885477200,144444.0000000000,0.6325885580,1594.2090000000,Besni
193818.0000000000,678.5595652000,367.9003618000,0.8402633790,201241.0000000000,0.7915461900,1766.8730000000,Besni
137788.0000000000,654.4702641000,272.3013000000,0.9093354840,141442.0000000000,0.7064312370,1562.2680000000,Besni
71800.0000000000,431.0085748000,218.7157773000,0.8616805540,77521.0000000000,0.6481548350,1187.7240000000,Besni
96210.0000000000,482.5120191000,262.6744113000,0.8388326530,102157.0000000000,0.6865865490,1270.5640000000,Besni
103057.0000000000,548.4052371000,241.1232190000,0.8981541340,107983.0000000000,0.7156537320,1391.2070000000,Besni
104602.0000000000,478.2226517000,279.3610070000,0.8116348180,106906.0000000000,0.7799135100,1263.0120000000,Besni
105467.0000000000,465.5737975000,290.2024046000,0.7819652470,109052.0000000000,0.7303808860,1302.3610000000,Besni
83059.0000000000,440.5599708000,243.6365121000,0.8331709350,88806.0000000000,0.6858088860,1238.1630000000,Besni
99378.0000000000,466.3974720000,275.5755957000,0.8067741300,102653.0000000000,0.6870381000,1260.3430000000,Besni
90585.0000000000,489.6477891000,239.3502938000,0.8723839100,95774.0000000000,0.6723446890,1270.2660000000,Besni
83065.0000000000,444.9996477000,241.3311658000,0.8401735300,87785.0000000000,0.7205499650,1182.5610000000,Besni
54357.0000000000,362.5947181000,192.9493667000,0.8466594740,56006.0000000000,0.6999175920,945.8280000000,Besni
169645.0000000000,731.5618761000,299.4134054000,0.9124089810,174278.0000000000,0.7555156720,1753.0160000000,Besni
70461.0000000000,376.1708434000,243.9548291000,0.7611964520,72819.0000000000,0.7282790700,1046.6920000000,Besni
105347.0000000000,476.8035004000,282.0258157000,0.8063103130,108072.0000000000,0.7690347920,1266.8760000000,Besni
160583.0000000000,630.6452291000,326.2445303000,0.8557928650,165385.0000000000,0.7518986750,1646.5590000000,Besni
101772.0000000000,477.9089439000,273.4043639000,0.8201945930,104567.0000000000,0.6843379330,1266.6570000000,Besni
61123.0000000000,329.3302205000,257.2680933000,0.6242985970,70556.0000000000,0.7232635190,1128.0770000000,Besni
90375.0000000000,480.6324763000,241.0167682000,0.8651822690,93826.0000000000,0.6435590690,1251.6790000000,Besni
131847.0000000000,560.4209076000,302.6406658000,0.8416497030,134950.0000000000,0.7443137870,1446.1450000000,Besni
81998.0000000000,423.6326319000,251.2394448000,0.8051584830,83932.0000000000,0.7294806330,1130.4270000000,Besni
105924.0000000000,497.7006461000,274.5758066000,0.8340501260,109179.0000000000,0.7165354330,1295.2700000000,Besni
121757.0000000000,486.5210676000,323.3517303000,0.7471813620,125067.0000000000,0.7599126230,1357.8880000000,Besni
116198.0000000000,494.2591759000,301.6828956000,0.7921134480,118786.0000000000,0.7193675400,1328.0700000000,Besni
86846.0000000000,459.3960385000,242.6199645000,0.8491647030,89047.0000000000,0.7259307550,1173.3080000000,Besni
77799.0000000000,419.3385795000,238.3432501000,0.8227668510,80688.0000000000,0.6480010000,1114.4540000000,Besni
75242.0000000000,391.6781455000,248.0891166000,0.7738241790,77890.0000000000,0.6681763290,1077.4190000000,Besni
113164.0000000000,486.7663599000,297.1102875000,0.7921121640,116531.0000000000,0.7395614810,1313.0920000000,Besni
194864.0000000000,657.8678432000,378.0584606000,0.8183835830,197430.0000000000,0.7864268880,1700.9370000000,Besni
103313.0000000000,503.4514388000,266.4450356000,0.8484741570,108615.0000000000,0.6670432970,1343.0170000000,Besni
98464.0000000000,488.2150041000,261.7242599000,0.8441646330,101977.0000000000,0.6794322420,1259.0690000000,Besni
97377.0000000000,503.9920682000,252.4996254000,0.8654477440,101317.0000000000,0.7084230590,1281.2520000000,Besni
169880.0000000000,648.9042190000,339.1311299000,0.8525649750,177170.0000000000,0.7137665180,1660.6770000000,Besni
69746.0000000000,370.5604807000,241.9144571000,0.7575010580,72724.0000000000,0.7126028100,1027.5130000000,Besni
172334.0000000000,595.8177470000,375.0205347000,0.7770640270,174610.0000000000,0.6361112960,1591.8940000000,Besni
192815.0000000000,731.4402924000,337.1023722000,0.8874651830,196576.0000000000,0.7343990430,1803.6860000000,Besni
92121.0000000000,432.0619001000,275.6906108000,0.7699690110,95197.0000000000,0.7154473440,1193.8360000000,Besni
82462.0000000000,434.5712205000,244.4574533000,0.8267798410,85611.0000000000,0.6499109410,1174.2030000000,Besni
53325.0000000000,351.2037065000,197.2136417000,0.8274520810,56030.0000000000,0.7061417450,934.4900000000,Besni
151703.0000000000,595.1070958000,330.3427512000,0.8317849630,156402.0000000000,0.6713086500,1608.5990000000,Besni
40702.0000000000,274.1689537000,191.3783870000,0.7160676900,41924.0000000000,0.7216154880,771.7970000000,Besni
81480.0000000000,434.1002588000,242.7017513000,0.8291059820,84581.0000000000,0.6740123090,1162.3700000000,Besni
104669.0000000000,546.6727559000,248.5279077000,0.8906859280,110984.0000000000,0.6873456790,1398.5450000000,Besni
85390.0000000000,403.7297499000,272.9703269000,0.7367902290,88615.0000000000,0.7104998210,1156.7180000000,Besni
178692.0000000000,594.7221714000,384.0380462000,0.7635543080,181288.0000000000,0.7470463800,1622.0320000000,Besni
104385.0000000000,488.8975510000,277.6837439000,0.8230427610,108197.0000000000,0.7721697830,1315.8430000000,Besni
206689.0000000000,746.1453410000,355.3006855000,0.8793469620,212569.0000000000,0.7458088870,1876.0280000000,Besni
98166.0000000000,420.7021756000,299.5836092000,0.7020742180,100659.0000000000,0.7074262240,1245.0340000000,Besni
156769.0000000000,662.9666319000,307.8680665000,0.8856363500,161782.0000000000,0.7421088010,1646.5250000000,Besni
182823.0000000000,700.0084625000,337.7066668000,0.8759332800,190749.0000000000,0.6988913950,1789.2540000000,Besni
96139.0000000000,498.3876606000,250.1120371000,0.8649591040,100204.0000000000,0.6753610770,1298.1380000000,Besni
99177.0000000000,494.0551922000,260.9736477000,0.8491027470,104468.0000000000,0.6141751300,1317.6870000000,Besni
76114.0000000000,435.3879154000,224.7276306000,0.8564952190,77824.0000000000,0.6819273220,1100.9290000000,Besni
111056.0000000000,514.7145466000,277.8790910000,0.8417482230,114995.0000000000,0.6707859940,1370.9140000000,Besni
51350.0000000000,342.6553034000,204.0111119000,0.8034420880,54576.0000000000,0.6491782550,930.0510000000,Besni
144973.0000000000,614.8149264000,304.3315314000,0.8688946950,150534.0000000000,0.7336690280,1539.4290000000,Besni
182788.0000000000,621.2067629000,379.4244465000,0.7917956550,188848.0000000000,0.7330608910,1679.0750000000,Besni
128442.0000000000,585.9819941000,281.6014086000,0.8769600720,133704.0000000000,0.7506838110,1499.3550000000,Besni
76364.0000000000,381.8024151000,258.5879725000,0.7357233500,78977.0000000000,0.7473478180,1075.8000000000,Besni
158808.0000000000,658.9566002000,308.5284490000,0.8836185260,162376.0000000000,0.7266105420,1624.3430000000,Besni
106923.0000000000,591.1158376000,234.8233464000,0.9177085430,111428.0000000000,0.5222787750,1425.1090000000,Besni
60640.0000000000,369.2703695000,218.5287077000,0.8060957630,66145.0000000000,0.7117203820,1036.5270000000,Besni
88257.0000000000,452.9245926000,254.4821926000,0.8272293670,92886.0000000000,0.7360884070,1209.6220000000,Besni
102868.0000000000,430.0260915000,312.9725953000,0.6857904150,106439.0000000000,0.7179308230,1251.8020000000,Besni
61539.0000000000,364.2559451000,220.3620197000,0.7962522260,65462.0000000000,0.7233925000,1056.4910000000,Besni
129292.0000000000,614.5474258000,270.0854905000,0.8982490410,133475.0000000000,0.6896897540,1531.7440000000,Besni
57999.0000000000,311.0224700000,243.4761211000,0.6222421080,61519.0000000000,0.6563348720,968.6970000000,Besni
88315.0000000000,456.7407136000,248.1499566000,0.8395347660,92046.0000000000,0.6441930350,1205.8630000000,Besni
88250.0000000000,478.4818356000,238.3218863000,0.8671314980,92397.0000000000,0.6066000840,1217.1270000000,Besni
141137.0000000000,600.1261380000,305.7668376000,0.8604681200,145158.0000000000,0.5855893980,1495.9830000000,Besni
123980.0000000000,531.8682601000,332.5761746000,0.7803860420,138078.0000000000,0.6676215910,1539.9440000000,Besni
49371.0000000000,320.6434030000,200.2455856000,0.7810153800,52692.0000000000,0.6751220450,921.0590000000,Besni
172783.0000000000,820.7240220000,352.1936798000,0.9032448330,219952.0000000000,0.4969369790,2289.8890000000,Besni
86852.0000000000,456.4786879000,248.6068692000,0.8386837170,90550.0000000000,0.6078539780,1207.5340000000,Besni
91464.0000000000,433.2197933000,273.2554614000,0.7759822100,93852.0000000000,0.7177024480,1182.2100000000,Besni
93441.0000000000,396.7907800000,300.8126078000,0.6521221560,95370.0000000000,0.7233171290,1157.7710000000,Besni
94211.0000000000,450.0046169000,269.2865688000,0.8011911870,96340.0000000000,0.7168477600,1194.6310000000,Besni
124630.0000000000,585.0938025000,275.4936129000,0.8822112800,128308.0000000000,0.6818318590,1485.9900000000,Besni
116361.0000000000,554.4901203000,277.0668866000,0.8662108430,125132.0000000000,0.7474130460,1434.3890000000,Besni
152992.0000000000,572.7053956000,341.2457032000,0.8030967910,155411.0000000000,0.7775248010,1500.2510000000,Besni
147843.0000000000,651.0028073000,299.7432602000,0.8876943920,155494.0000000000,0.7193256460,1633.7230000000,Besni
135036.0000000000,582.6875226000,301.5684879000,0.8556544600,139124.0000000000,0.6345676690,1509.3740000000,Besni
128107.0000000000,616.9944003000,267.9807338000,0.9007526080,133001.0000000000,0.6214834260,1513.4690000000,Besni
79975.0000000000,439.3125083000,240.4941902000,0.8368494760,83384.0000000000,0.6911616010,1162.6080000000,Besni
60674.0000000000,345.3152460000,225.2188028000,0.7580364750,62614.0000000000,0.7355761650,987.6170000000,Besni
96404.0000000000,470.1016955000,264.2362097000,0.8270807760,99678.0000000000,0.7545474470,1265.0320000000,Besni
222915.0000000000,731.5594062000,389.9466998000,0.8460932500,227170.0000000000,0.7705429730,1876.3070000000,Besni
108379.0000000000,482.5655775000,289.3857273000,0.8002386550,111707.0000000000,0.7027102380,1316.8710000000,Besni
62562.0000000000,407.9392627000,198.7101160000,0.8733422360,64694.0000000000,0.6282586860,1030.7570000000,Besni
204226.0000000000,648.2042885000,402.2832708000,0.7841179220,207198.0000000000,0.7739879180,1724.6620000000,Besni
77985.0000000000,473.3407049000,214.0920312000,0.8918658260,82967.0000000000,0.6743773780,1214.9810000000,Besni
104728.0000000000,495.6716825000,272.6867344000,0.8350752110,109157.0000000000,0.7302189370,1316.3980000000,Besni
85449.0000000000,471.1246639000,238.3286787000,0.8626086760,89794.0000000000,0.5847704690,1246.2000000000,Besni
97558.0000000000,477.1107437000,261.9163163000,0.8358464160,100259.0000000000,0.7770450020,1229.8130000000,Besni
97049.0000000000,548.2208328000,231.6610186000,0.9063308510,102899.0000000000,0.6163015180,1399.6720000000,Besni
58870.0000000000,355.1360184000,212.0294595000,0.8022134560,60490.0000000000,0.7349563050,940.3630000000,Besni
83889.0000000000,450.9889914000,241.3303882000,0.8447800470,88842.0000000000,0.7298249580,1183.9810000000,Besni
110527.0000000000,514.5888486000,275.5833551000,0.8445093170,114538.0000000000,0.6896988530,1360.8210000000,Besni
66793.0000000000,362.2312356000,236.4044486000,0.7576732540,69506.0000000000,0.6841091820,1024.1690000000,Besni
91665.0000000000,485.4521433000,243.0800284000,0.8656040320,95741.0000000000,0.7000320750,1244.5630000000,Besni
126149.0000000000,478.8771011000,345.9199722000,0.6915208820,134778.0000000000,0.6249083560,1549.1850000000,Besni
101618.0000000000,443.4929899000,293.3841689000,0.7499182020,104508.0000000000,0.7502417920,1238.6270000000,Besni
96442.0000000000,450.4081356000,276.9226152000,0.7886628160,100712.0000000000,0.7030581370,1239.3140000000,Besni
79397.0000000000,434.9940818000,235.5194933000,0.8407448740,83074.0000000000,0.6961168540,1148.6330000000,Besni
86658.0000000000,439.2290769000,258.3043276000,0.8087986400,89048.0000000000,0.6997577520,1184.5810000000,Besni
113046.0000000000,548.9408354000,265.3050959000,0.8754528000,116819.0000000000,0.6771816740,1385.6450000000,Besni
53373.0000000000,330.6772412000,215.7016476000,0.7579585910,56639.0000000000,0.6542813360,936.8230000000,Besni
80274.0000000000,404.3024952000,256.0624764000,0.7738705560,84523.0000000000,0.6635421320,1153.6180000000,Besni
89431.0000000000,464.8339317000,247.3520440000,0.8466627110,92412.0000000000,0.6247973950,1198.8530000000,Besni
84383.0000000000,403.9094148000,271.2515091000,0.7409454600,87629.0000000000,0.6749452100,1140.6050000000,Besni
98260.0000000000,520.1030781000,245.2097587000,0.8818854300,103918.0000000000,0.5764571290,1345.6870000000,Besni
104656.0000000000,489.4542174000,273.4526643000,0.8293772690,106961.0000000000,0.7416099770,1273.1280000000,Besni
